Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
297561,"Tech Lead/Manager, Staff Software Engineer, Google",@google.com,10437,SrvmzJIAAAAJ,{'indices'},Android,Ashish Sharma,https://scholar.google.com/citations?view_op=medium_photo&user=SrvmzJIAAAAJ,6728,34,31,323,172,0,1
297562,Research Scholar,@4squarelogic.info,5408,eLHL-6AAAAAJ,{'indices'},Android|Artificial Intelligence,Rajat Sharma,https://scholar.google.com/citations?view_op=medium_photo&user=eLHL-6AAAAAJ,3082,30,19,122,54,0,1
297563,"Assistant Research Professor, IMDEA Software Institute",@imdea.org,3960,6uUwTrwAAAAJ,{'indices'},Software Engineering|Software Testing|Mobile apps|Android,Alessandra Gorla,https://scholar.google.com/citations?view_op=medium_photo&user=6uUwTrwAAAAJ,2423,21,18,27,24,0,1
297564,National Institute of Advanced Industrial Science and Technology,,3629,dXvBoPYAAAAJ,{'indices'},robotics|vision|gaze|android|interface,Yoshio Matsumoto,https://scholar.google.com/citations?view_op=medium_photo&user=dXvBoPYAAAAJ,1032,31,18,76,36,0,1
297565,University of Erlangen-Nuremberg,@spreitzenbarth.de,2419,CBppe-UAAAAJ,{'indices'},Mobile Malware|Mobile Phone Forensics|Digital Forensics|Android,Michael Spreitzenbarth,https://scholar.google.com/citations?view_op=medium_photo&user=CBppe-UAAAAJ,1991,11,10,13,10,0,1
297566,,,2343,4V7usdAAAAAJ,{'indices'},Artificial intelligence|Android|Networking,Daya Philip,https://scholar.google.com/citations?view_op=medium_photo&user=4V7usdAAAAAJ,667,23,12,33,19,0,1
297567,"Director of Engineering, Google",@rlove.org,2026,9G5MRoMAAAAJ,{'indices'},Operating Systems|Distributed Systems|Mobile Devices|Linux kernel|Android,Robert Love,https://scholar.google.com/citations?view_op=medium_photo&user=9G5MRoMAAAAJ,494,16,7,17,7,0,1
297568,AMD,@vip.qq.com,1748,qR73USEAAAAJ,{'indices'},IT|Android|Google,Michael Cheng,https://scholar.google.com/citations?view_op=medium_photo&user=qR73USEAAAAJ,439,21,9,33,9,0,1
297569,"Assistant Professor of Computer Engineering at University of Cagliari, Italy",@unica.it,1734,pnzh_cIAAAAJ,{'indices'},Computer Security|Pattern Recognition|Adversarial Machine Learning|PDF|Android,Davide Maiorca,https://scholar.google.com/citations?view_op=medium_photo&user=pnzh_cIAAAAJ,1609,16,16,17,17,0,1
297570,"EXATEC, Instituto Tecnológico de Estudios Superiores de Monterrey",@exatec.tec.mx,1319,uQ6U068AAAAJ,{'indices'},Inteligencia Artificial|Android|Proyectos,Julio Del Valle,https://scholar.google.com/citations?view_op=medium_photo&user=uQ6U068AAAAJ,317,21,11,31,12,0,1
297571,Universidad de Granada - Dept. Electrónica y Tecnología de Computadores,@ugr.es,814,jtpxtzoAAAAJ,{'indices'},Electronic instrumentation|Android|Optical Sensor|Colorimetry|Sensors,Nuria López Ruiz,https://scholar.google.com/citations?view_op=medium_photo&user=jtpxtzoAAAAJ,703,11,11,11,11,0,1
297572,Student in MALLA REDDY ENGINEERING COLLEGE,,755,vkBwsGoAAAAJ,{'indices'},AOSP|Android|Web Designing,RAKHI SAMUEL,https://scholar.google.com/citations?view_op=medium_photo&user=vkBwsGoAAAAJ,207,14,7,23,6,0,1
297573,"Student of ECE,KIOT",@kiot.ac.in,753,V1uv1nQAAAAJ,{'indices'},Embedded systems|Robotics|Android,sathish kumar,https://scholar.google.com/citations?view_op=medium_photo&user=V1uv1nQAAAAJ,204,4,3,3,2,0,1
297574,universitas musi rawas,,685,fzn_FBAAAAAJ,{'indices'},android|web,subhan,https://scholar.google.com/citations?view_op=medium_photo&user=fzn_FBAAAAAJ,467,14,12,21,14,0,1
297575,"University of California, Irvine",@uci.edu,681,nGjHjw0AAAAJ,{'indices'},Computer Networks|Network Coding|Android|Infromation-Centric Networking,Blerim Cici,https://scholar.google.com/citations?view_op=medium_photo&user=nGjHjw0AAAAJ,446,9,8,9,8,0,1
297576,Researcher and Professor at the University of la Laguna,@ull.edu.es,609,5sxaHCAAAAAJ,{'indices'},Vehicular Applications|Simulation|Security|M-learning|Android,CANDIDO CABALLERO GIL,https://scholar.google.com/citations?view_op=medium_photo&user=5sxaHCAAAAAJ,358,15,11,21,11,0,1
297577,Université de La Réunion,@univ-reunion.fr,582,htD690QAAAAJ,{'indices'},static analysis|Java|Android,Étienne Payet,https://scholar.google.com/citations?view_op=medium_photo&user=htD690QAAAAJ,188,12,7,16,4,0,1
297578,App Development Company in India,@brillmindz.com,581,YXn5z_wAAAAJ,{'indices'},android|ios,BrillMindz,https://scholar.google.com/citations?view_op=medium_photo&user=YXn5z_wAAAAJ,461,5,4,4,4,0,1
297579,"Department of Computer Science National Chiao Tung University Hsinchu, Taiwan (ROC)",@cs.nctu.edu.tw,535,e7DBdMwAAAAJ,{'indices'},security|operating system|malware|Android,Chia-Wei Hsu,https://scholar.google.com/citations?view_op=medium_photo&user=e7DBdMwAAAAJ,485,5,3,3,1,0,1
297580,University of Murcia,@um.es,526,vGthjPwAAAAJ,{'indices'},Mobile|Health|mHealth|Android|iOS,Belén Cruz Zapata,https://scholar.google.com/citations?view_op=medium_photo&user=vGthjPwAAAAJ,467,8,7,8,7,0,1
297581,"College of Computer Science and Electronic Engineering, Hunan University, Changsha …",@hnu.edu.cn,430,FqKRYlgAAAAJ,{'indices'},Network Computing|Blockchain|Android,Yang Xu,https://scholar.google.com/citations?view_op=medium_photo&user=FqKRYlgAAAAJ,425,11,11,11,11,0,1
297582,"University at Buffalo, SUNY",@buffalo.edu,409,zGK2BW4AAAAJ,{'indices'},machine learning|image processing|computer vision|android,Rohan Gupta,https://scholar.google.com/citations?view_op=medium_photo&user=zGK2BW4AAAAJ,407,2,2,1,1,0,1
297583,"Heinz Nixdorf Institute, University of Paderborn",@uni-paderborn.de,408,EdNuY4MAAAAJ,{'indices'},Real-Time Operating Systems|Android|Ressource Management,Simon Oberthür,https://scholar.google.com/citations?view_op=medium_photo&user=EdNuY4MAAAAJ,103,10,5,12,3,0,1
297584,Assistant Professor,,403,UgT1yA4AAAAJ,{'indices'},networks|android|data mining,Chaitrali Dangare,https://scholar.google.com/citations?view_op=medium_photo&user=UgT1yA4AAAAJ,327,3,3,2,2,0,1
297585,Samsung Mobile,@samsung.com,389,aPzNUnUAAAAJ,{'indices'},TrustZone|TEE|security|Android|SCADA,Donghyun Choi,https://scholar.google.com/citations?view_op=medium_photo&user=aPzNUnUAAAAJ,145,9,6,7,3,0,1
297586,Samsung Electronics,@samsung.com,385,PuD26bsAAAAJ,{'indices'},Compiler|Android,Sungdo Moon,https://scholar.google.com/citations?view_op=medium_photo&user=PuD26bsAAAAJ,82,11,5,13,2,0,1
297587,Dipl.-Inf. kernkonzept GmbH,@matze-lange.de,376,pZ0K_GwAAAAJ,{'indices'},virtualization|operating systems|embedded systems|mobile security|Android,Matthias Lange,https://scholar.google.com/citations?view_op=medium_photo&user=pZ0K_GwAAAAJ,165,7,6,7,5,0,1
297588,Profesor Titular Universidad en ETSI Informatica (Universidad de Málaga),@lcc.uma.es,376,LhQFudMAAAAJ,{'indices'},Android|Inteligencia Artificial|Consumo Energético|CiberSeguridad,Jose Antonio Montenegro,https://scholar.google.com/citations?view_op=medium_photo&user=LhQFudMAAAAJ,77,10,6,11,0,0,1
297589,"Univerity of New Brunswick, Universidad Politécnica de San Luis Potosi",@upslp.edu.mx,368,yduXQc4AAAAJ,{'indices'},Computer Security|Android|Open Source,Hugo González,https://scholar.google.com/citations?view_op=medium_photo&user=yduXQc4AAAAJ,330,10,9,10,7,0,1
297590,"Software Engineer, Google Inc",@google.com,363,pNbI1s0AAAAJ,{'indices'},Program Analysis|Software Engineering|Android,Yan Wang,https://scholar.google.com/citations?view_op=medium_photo&user=pNbI1s0AAAAJ,342,7,7,7,7,0,1
297591,Universidad De Chile,@courrier.uqam.ca,336,WlsNZCkAAAAJ,{'indices'},Software Engineering|Android|Cloud computing,Geoffrey Hecht,https://scholar.google.com/citations?view_op=medium_photo&user=WlsNZCkAAAAJ,320,8,8,7,6,0,1
297592,Samsung Research America,@samsung.com,331,VIctctwAAAAJ,{'indices'},System|OS|Linux  Kernel|Android,Jia Ma,https://scholar.google.com/citations?view_op=medium_photo&user=VIctctwAAAAJ,298,3,3,2,2,0,1
297593,"ECASP Research Laboratory, Illinois Institute of Technology",@iit.edu,317,YM90cloAAAAJ,{'indices'},body sensor network|embedded system|Android|wireless networking|Internet of Things,Won-Jae Yi,https://scholar.google.com/citations?view_op=medium_photo&user=YM90cloAAAAJ,229,10,9,10,9,0,1
297594,Universidade do Minho,@inesctec.pt,305,QtJPNikAAAAJ,{'indices'},Android|Software Energy Consumption|Software Engineering|Software Analysis and Transformation|Programming Languages,Marco Couto,https://scholar.google.com/citations?view_op=medium_photo&user=QtJPNikAAAAJ,289,8,8,7,7,0,1
297595,Asst Professor SBJITMR Nagpur,@sbjit.edu.in,298,MFnUXyQAAAAJ,{'indices'},Computer Vision|Deep Learning|MACHINE LEARNING|MANET|ANDROID,Nisarg Gandhewar,https://scholar.google.com/citations?view_op=medium_photo&user=MFnUXyQAAAAJ,168,3,3,3,2,0,1
297596,Ph.D. Candidate at Khalifa University,@kustar.ac.ae,284,ZF19ZlgAAAAJ,{'indices'},Digital forensics|Mobile forensics|Android|Artificial Intelligence|information security,mohammed alzaabi,https://scholar.google.com/citations?view_op=medium_photo&user=ZF19ZlgAAAAJ,203,7,6,5,4,0,1
297597,"Faculty of Computing, Universiti Malaysia Pahang",@ump.edu.my,276,O0J3ysAAAAAJ,{'indices'},Information security|Intrusion Detection|Computational Intelligence|Android,Ahmad Firdaus,https://scholar.google.com/citations?view_op=medium_photo&user=O0J3ysAAAAAJ,276,10,10,10,10,0,1
297598,CS Student at IIT Roorkee,@cs.iitr.ac.in,260,5ngKMAIAAAAJ,{'indices'},computer science|android|cloud computing|programming,Abhik Chakraborty,https://scholar.google.com/citations?view_op=medium_photo&user=5ngKMAIAAAAJ,70,6,5,2,2,0,1
297599,University of Oxford,@magd.ox.ac.uk,242,kCKZVuMAAAAJ,{'indices'},Android|smartphone|app|privacy|security,Vincent F. Taylor,https://scholar.google.com/citations?view_op=medium_photo&user=kCKZVuMAAAAJ,216,4,4,4,4,0,1
297600,Technology Writer,@droidista.com,241,ZUl-o_IAAAAJ,{'indices'},Technology|Mobile Phones|Android|iOS,Harold Hisona,https://scholar.google.com/citations?view_op=medium_photo&user=ZUl-o_IAAAAJ,76,5,2,2,1,0,1
297601,"Department of Informatics Engineering, Technological Educational Institute of Crete",,240,oRU5KYUAAAAJ,{'indices'},MPEG-DASH|Android|HTML5|X3D|WebSockets,Κostas Κapetanakis,https://scholar.google.com/citations?view_op=medium_photo&user=oRU5KYUAAAAJ,155,8,6,7,3,0,1
297602,student,@nitkkr.ac.in,235,yAgZ9AcAAAAJ,{'indices'},Computer|Android|Engineering|Mobile Apps|Web Apps,Sachin Sharma,https://scholar.google.com/citations?view_op=medium_photo&user=yAgZ9AcAAAAJ,170,1,1,1,1,0,1
297603,,@purduecal.edu,230,88f16qwAAAAJ,{'indices'},iOS|Android|Network Security|AI,Yi Ding,https://scholar.google.com/citations?view_op=medium_photo&user=88f16qwAAAAJ,122,2,2,1,1,0,1
297604,University of Florida,@ufl.edu,229,n8UMNCwAAAAJ,{'indices'},Cybersecurity|Digital Commerce|Android|Privacy|Policy,Jasmine Bowers,https://scholar.google.com/citations?view_op=medium_photo&user=n8UMNCwAAAAJ,221,6,6,5,4,0,1
297605,Sebelas Maret University,@mipa.uns.ac.id,218,w3df1dUAAAAJ,{'indices'},Android|Software|Barcode|RFID|Audit,Yudho Yudhanto,https://scholar.google.com/citations?view_op=medium_photo&user=w3df1dUAAAAJ,204,8,8,8,8,0,1
297606,"Ingénieur en informatique mesures automatisme et électronique, Université de Brest",@univ-brest.fr,214,wMVVJZYAAAAJ,{'indices'},Conceptions et développements …|windows|android|web,Eric Duvieilbourg,https://scholar.google.com/citations?view_op=medium_photo&user=wMVVJZYAAAAJ,133,9,7,8,5,0,1
297607,Universitas Potensi Utama,@potensi-utama.ac.id,213,_k0O4egAAAAJ,{'indices'},Kecerdasan Buatan|Robotika|Elektronika|Mobile|Android,Iwan Fitrianto Rahmad,https://scholar.google.com/citations?view_op=medium_photo&user=_k0O4egAAAAJ,212,6,6,6,6,0,1
297608,Marymount University,@nathangreen.com,212,76LU144AAAAJ,{'indices'},Natural Language Processing|Corpus Linguistics|Android|Parsing|Machine Translation,Nathan David Green,https://scholar.google.com/citations?view_op=medium_photo&user=76LU144AAAAJ,79,7,5,6,2,0,1
297609,Valdosta State University,@valdosta.edu,198,q8c6yUQAAAAJ,{'indices'},Computer Science Education|App Inventor|Android,Krishnendu Roy,https://scholar.google.com/citations?view_op=medium_photo&user=q8c6yUQAAAAJ,111,5,4,4,4,0,1
297610,Università degli Studi Roma TRE,@uniroma3.it,197,WV9vIOIAAAAJ,{'indices'},Cognitive Radio|Signal Processing|Android|Windows Phone|Cloud Computing,Antonio Tedeschi,https://scholar.google.com/citations?view_op=medium_photo&user=WV9vIOIAAAAJ,181,8,8,6,5,0,1
297611,Associate Prof of Computer Science - Cairo University,@cu.edu.eg,196,Pi4J0mYAAAAJ,{'indices'},Program Analysis|Android|IoT|Security|Privacy,Mohamed A. El-Zawawy,https://scholar.google.com/citations?view_op=medium_photo&user=Pi4J0mYAAAAJ,61,10,4,10,1,0,1
297612,The Hong Kong University of Science and Technology,@cse.ust.hk,195,ULc_h20AAAAJ,{'indices'},Software Engineering|Software Testing|Android,Jiajun Hu,https://scholar.google.com/citations?view_op=medium_photo&user=ULc_h20AAAAJ,181,7,7,5,5,0,1
297613,"Doctoral researcher, University of Luxembourg",@uni.lu,186,ti7gajsAAAAJ,{'indices'},Android|ML|security,Jun Gao,https://scholar.google.com/citations?view_op=medium_photo&user=ti7gajsAAAAJ,186,6,6,4,4,0,1
297614,"Computer Science Division, Stellenbosch University, South Africa",@cs.sun.ac.za,183,Ur1Pt7kAAAAJ,{'indices'},Mobile applications|Testing|Verification|Android,Heila (van der Merwe) Botha,https://scholar.google.com/citations?view_op=medium_photo&user=Ur1Pt7kAAAAJ,144,5,5,4,4,0,1
297615,"Computer Architecture Group, University of A Coruña",@udc.es,180,gFsjuBQAAAAJ,{'indices'},GIS|Android|Spatial Algorithms|Land Use,Juan Porta,https://scholar.google.com/citations?view_op=medium_photo&user=gFsjuBQAAAAJ,145,6,5,3,3,0,1
297616,Teacher Assistant at University College of Applied Sciences - UCAS,@ucas.edu.ps,170,Pb34_4gAAAAJ,{'indices'},Android,Mahmoud Jamal Abu Ghali,https://scholar.google.com/citations?view_op=medium_photo&user=Pb34_4gAAAAJ,166,2,2,2,2,0,1
297617,"Assistant Professor, GHRaisoni College of Engineering",@raisoni.net,157,5t2M6y0AAAAJ,{'indices'},NLP|Android|Wireless Communication|Network Security,Mangala S. Madankar,https://scholar.google.com/citations?view_op=medium_photo&user=5t2M6y0AAAAJ,135,8,7,8,7,0,1
297618,PhD Student of the Hong Kong University of Science and Technology,@cse.ust.hk,153,TctbYXkAAAAJ,{'indices'},Software Engineering|Software Testing|Software Analysis|Android,Lili Wei,https://scholar.google.com/citations?view_op=medium_photo&user=TctbYXkAAAAJ,152,6,6,3,3,0,1
297619,"Professor of Computer Science, Saurashtra University, Rajkot",@sauuni.ernet.in,145,Pt_Xlj8AAAAJ,{'indices'},speech processing|android|pattern recognition,Chandresh Kumbharana,https://scholar.google.com/citations?view_op=medium_photo&user=Pt_Xlj8AAAAJ,106,7,6,4,4,0,1
297620,-,@aau.at,136,ZXqNQbgAAAAJ,{'indices'},Software Engineering|Data Mining|Android|Stack Overflow,Stefanie Beyer,https://scholar.google.com/citations?view_op=medium_photo&user=ZXqNQbgAAAAJ,132,6,6,5,5,0,1
297621,Universitas Islam Lamongan,@unisla.ac.id,135,ODFARa4AAAAJ,{'indices'},data mining|android|oop,Siti Mujilahwati,https://scholar.google.com/citations?view_op=medium_photo&user=ODFARa4AAAAJ,132,6,6,3,3,0,1
297622,Whytheluckystiff,,135,M16YUskAAAAJ,{'indices'},Iphone|Unlocking|Tech|Guide|Android,Jorge Mendes,https://scholar.google.com/citations?view_op=medium_photo&user=M16YUskAAAAJ,120,3,3,3,2,0,1
297623,Profesor de Informática (TECNAR),@tecnar.edu.co,128,q4SkKfYAAAAJ,{'indices'},elearning|ingeniería de software|windows phone|android|objetos virtuales de aprendizaje,Marco Antonio Chico Ruíz,https://scholar.google.com/citations?view_op=medium_photo&user=q4SkKfYAAAAJ,52,7,4,6,2,0,1
297624,ScopusID: 57202205151; orcid.org: 0000-0003-2516-3431 | Informatics - Universitas Muria …,@umk.ac.id,127,r79WPJwAAAAJ,{'indices'},Data Mining|Jaringan Syaraf Tiruan|Android|Web,Tutik Khotimah,https://scholar.google.com/citations?view_op=medium_photo&user=r79WPJwAAAAJ,121,6,6,3,3,0,1
297625,Postdoctoral Fellow at Queen's University,@cs.queensu.ca,119,K73r9zUAAAAJ,{'indices'},Data mining|Software Engineering|Android,Safwat Mohamed Ibrahim Hassan,https://scholar.google.com/citations?view_op=medium_photo&user=K73r9zUAAAAJ,110,5,5,5,4,0,1
297626,Nuvoton Technology Corporation,@chu.edu.tw,113,ViGMQ28AAAAJ,{'indices'},Wireless Sensor Networks|Routing|Zigbee|IOT|Android,Jian-Da Lin,https://scholar.google.com/citations?view_op=medium_photo&user=ViGMQ28AAAAJ,20,4,2,2,1,0,1
297627,"Research Scientist, Louisville Automation and Robotic Research Institute, University of …",@louisville.edu,106,LBzEVSIAAAAJ,{'indices'},Artificial Intelligence|Robotics|Controls|Android|Humanoid Robots,Sumit Kumar Das,https://scholar.google.com/citations?view_op=medium_photo&user=LBzEVSIAAAAJ,99,6,5,3,2,0,1
297628,"Software Engineer, Graduated from NIT Surat",,105,ozjqqCYAAAAJ,{'indices'},App Development|React Native|Android|IOS|UI developmetn,vineet setia,https://scholar.google.com/citations?view_op=medium_photo&user=ozjqqCYAAAAJ,70,4,4,2,2,0,1
297629,San Francisco State University,@ieee.org,100,vZkWM7UAAAAJ,{'indices'},Security|Privacy|Mobile Hybrid Platforms|Android,Abeer AlJarrah,https://scholar.google.com/citations?view_op=medium_photo&user=vZkWM7UAAAAJ,92,4,3,2,2,0,1
297630,"Assistant Professor, Computer Science, Uttarakhand Sanskrit University Haridwar",@usvv.ac.in,99,dPm_IV8AAAAJ,{'indices'},Cloud Computing|Cloud Security|MANET|Programming in Java C C++|Android,Sushil Kumar Chamoli,https://scholar.google.com/citations?view_op=medium_photo&user=dPm_IV8AAAAJ,81,6,6,6,5,0,1
297631,Samsung Electronics,@samsung.com,96,ciC4ZbIAAAAJ,{'indices'},Deep learning|Sequence Prediction|Android,Taieui Song,https://scholar.google.com/citations?view_op=medium_photo&user=ciC4ZbIAAAAJ,83,3,2,2,1,0,1
297632,android,@awdrt.net,88,-VQ4umUAAAAJ,{'indices'},android,app harian,https://scholar.google.com/citations?view_op=medium_photo&user=-VQ4umUAAAAJ,58,1,1,1,1,0,1
297633,20face,@alumnus.utwente.nl,83,eK5tE3QAAAAJ,{'indices'},Interaction design|touch interfaces|android|facial recognition|usability,Thijs Alofs,https://scholar.google.com/citations?view_op=medium_photo&user=eK5tE3QAAAAJ,37,5,3,4,3,0,1
297634,Bioinformatics Software Developer,@hutton.ac.uk,82,jQflqWoAAAAJ,{'indices'},Computer Science|Bioinformatics|Software|Android,Sebastian Raubach,https://scholar.google.com/citations?view_op=medium_photo&user=jQflqWoAAAAJ,66,3,3,3,2,0,1
297635,"Masters student of biomedical engineering , Islamic Azad University of Mashhad",,81,t1ZQ8poAAAAJ,{'indices'},C#|Android|Hospital infections,Sajjad Farhangi,https://scholar.google.com/citations?view_op=medium_photo&user=t1ZQ8poAAAAJ,51,1,1,1,1,0,1
