,cited_paper,source_paper
3,"/scholar?cites=1279308286886553219&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=1279308286886553219&as_sdt=5,33&sciodt=0,33&hl=en"
4,"/scholar?cites=1279308286886553219&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=4914628925230473103&as_sdt=5,33&sciodt=0,33&hl=en"
5,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en"
6,"/scholar?cites=9860043691267068964&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=9893533541972366892&as_sdt=5,33&sciodt=0,33&hl=en"
7,"/scholar?cites=5466665393835199140&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=10754073794036367998&as_sdt=5,33&sciodt=0,33&hl=en"
8,"/scholar?cites=9893533541972366892&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en"
9,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en"
10,"/scholar?cites=9860043691267068964&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=9893533541972366892&as_sdt=5,33&sciodt=0,33&hl=en"
11,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en"
12,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=17429871908973328912&as_sdt=5,33&sciodt=0,33&hl=en"
13,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=10736406828731013199&as_sdt=5,33&sciodt=0,33&hl=en"
14,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=7890088929250870342&as_sdt=5,33&sciodt=0,33&hl=en"
15,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en"
16,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=17429871908973328912&as_sdt=5,33&sciodt=0,33&hl=en"
17,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=10736406828731013199&as_sdt=5,33&sciodt=0,33&hl=en"
18,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=7890088929250870342&as_sdt=5,33&sciodt=0,33&hl=en"
19,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=5660420570871833685&as_sdt=5,33&sciodt=0,33&hl=en"
20,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=17092403120378469193&as_sdt=5,33&sciodt=0,33&hl=en"
21,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=3887876218088813523&as_sdt=5,33&sciodt=0,33&hl=en"
22,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=7377228647384146331&as_sdt=5,33&sciodt=0,33&hl=en"
23,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=18144998660614481635&as_sdt=5,33&sciodt=0,33&hl=en"
24,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=11854229808219027249&as_sdt=5,33&sciodt=0,33&hl=en"
25,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en"
26,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=17429871908973328912&as_sdt=5,33&sciodt=0,33&hl=en"
27,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=10736406828731013199&as_sdt=5,33&sciodt=0,33&hl=en"
28,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=7890088929250870342&as_sdt=5,33&sciodt=0,33&hl=en"
29,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=5660420570871833685&as_sdt=5,33&sciodt=0,33&hl=en"
30,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=17092403120378469193&as_sdt=5,33&sciodt=0,33&hl=en"
31,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=3887876218088813523&as_sdt=5,33&sciodt=0,33&hl=en"
32,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=7377228647384146331&as_sdt=5,33&sciodt=0,33&hl=en"
33,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=18144998660614481635&as_sdt=5,33&sciodt=0,33&hl=en"
34,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=11854229808219027249&as_sdt=5,33&sciodt=0,33&hl=en"
35,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=536500482977624528&as_sdt=5,33&sciodt=0,33&hl=en"
36,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=14356758097753291749&as_sdt=5,33&sciodt=0,33&hl=en"
37,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=14248489693260201639&as_sdt=5,33&sciodt=0,33&hl=en"
38,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=2059909997211638672&as_sdt=5,33&sciodt=0,33&hl=en"
39,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=6508966894997637525&as_sdt=5,33&sciodt=0,33&hl=en"
40,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=10471129908738201692&as_sdt=5,33&sciodt=0,33&hl=en"
41,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=12906682174586760939&as_sdt=5,33&sciodt=0,33&hl=en"
42,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=3611371657559445436&as_sdt=5,33&sciodt=0,33&hl=en"
43,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=11417494696698892977&as_sdt=5,33&sciodt=0,33&hl=en"
44,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=8351449478986543723&as_sdt=5,33&sciodt=0,33&hl=en"
45,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=16080096938383244621&as_sdt=5,33&sciodt=0,33&hl=en"
46,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=3034732865868775262&as_sdt=5,33&sciodt=0,33&hl=en"
47,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=4873276442442879918&as_sdt=5,33&sciodt=0,33&hl=en"
48,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=4805729233505634502&as_sdt=5,33&sciodt=0,33&hl=en"
49,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=5336283115269487529&as_sdt=5,33&sciodt=0,33&hl=en"
50,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=3079004358602648866&as_sdt=5,33&sciodt=0,33&hl=en"
51,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=4197683095609506870&as_sdt=5,33&sciodt=0,33&hl=en"
52,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=2104704403102537511&as_sdt=5,33&sciodt=0,33&hl=en"
53,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=17264751483020267073&as_sdt=5,33&sciodt=0,33&hl=en"
54,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=11946852224764852942&as_sdt=5,33&sciodt=0,33&hl=en"
55,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=15634415272741787428&as_sdt=5,33&sciodt=0,33&hl=en"
56,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=8285139213360830750&as_sdt=5,33&sciodt=0,33&hl=en"
57,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=13137774903798841670&as_sdt=5,33&sciodt=0,33&hl=en"
58,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=2021905502019675744&as_sdt=5,33&sciodt=0,33&hl=en"
59,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=14961016181184867408&as_sdt=5,33&sciodt=0,33&hl=en"
60,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=14355569771014621112&as_sdt=5,33&sciodt=0,33&hl=en"
61,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=12526200592872887404&as_sdt=5,33&sciodt=0,33&hl=en"
62,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=10973785980314274243&as_sdt=5,33&sciodt=0,33&hl=en"
63,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=6188345706841714069&as_sdt=5,33&sciodt=0,33&hl=en"
64,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=17283111464847785776&as_sdt=5,33&sciodt=0,33&hl=en"
65,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=18344829992296623962&as_sdt=5,33&sciodt=0,33&hl=en"
66,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=16493925444741448847&as_sdt=5,33&sciodt=0,33&hl=en"
67,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=14217030590123770816&as_sdt=5,33&sciodt=0,33&hl=en"
68,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=10809102002908540129&as_sdt=5,33&sciodt=0,33&hl=en"
69,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=8754527121836229850&as_sdt=5,33&sciodt=0,33&hl=en"
70,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=15486025592829317621&as_sdt=5,33&sciodt=0,33&hl=en"
71,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=5711845495725519252&as_sdt=5,33&sciodt=0,33&hl=en"
72,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=16083873259345578033&as_sdt=5,33&sciodt=0,33&hl=en"
73,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=2446161004311870601&as_sdt=5,33&sciodt=0,33&hl=en"
74,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?cites=7403201198428993710&as_sdt=5,33&sciodt=0,33&hl=en"
